DrugBank ID,First letter ATC Codes
DB09252,No ATC Code
DB09253,No ATC Code
DB09254,No ATC Code
DB09255,B
DB09256,L
DB09257,No ATC Code
DB09258,B
DB09259,B
DB09260,B
DB09261,No ATC Code
DB09262,G
DB09263,No ATC Code
DB09264,V
DB09265,A
DB09266,V
DB09267,M
DB09268,A
DB09269,A
DB09270,C
DB09271,A
DB09272,A
DB09273,R
DB09274,P
DB09275,A
DB09276,M
DB09277,No ATC Code
DB09278,A
DB09279,C
DB09280,R
DB09281,No ATC Code
DB09282,C
DB09283,C
DB09284,C
DB09285,M
DB09286,N
DB09287,A
DB09288,N
DB09289,N
DB09290,No ATC Code
DB09291,A
DB09292,C
DB09293,V
DB09295,No ATC Code
DB09296,J
DB09297,J
DB09298,A
DB09299,J
DB09300,A
DB09301,M
DB09302,C
DB09303,C
DB09304,No ATC Code
DB09305,No ATC Code
DB09306,No ATC Code
DB09307,No ATC Code
DB09308,J
DB09309,No ATC Code
DB09310,B
DB09311,No ATC Code
DB09312,L
DB09313,V
DB09314,V
DB09315,V
DB09316,No ATC Code
DB09317,No ATC Code
DB09318,No ATC Code
DB09319,J
DB09320,J
DB09321,C
DB09322,C
DB09324,J
DB09325,A
DB09326,No ATC Code
DB09327,No ATC Code
DB09328,No ATC Code
DB09329,No ATC Code
DB09330,L
DB09331,L
DB09332,No ATC Code
DB09333,V
DB09334,No ATC Code
DB09335,No ATC Code
DB09336,No ATC Code
DB09337,V
DB09338,C
DB09339,No ATC Code
DB09340,V
DB09341,No ATC Code
DB09342,No ATC Code
DB09343,No ATC Code
DB09344,C
DB09345,D
DB09346,V
DB09347,V
DB09348,No ATC Code
DB09349,No ATC Code
DB09350,No ATC Code
DB09351,No ATC Code
DB09352,No ATC Code
DB09353,No ATC Code
DB09355,No ATC Code
DB09356,No ATC Code
DB09357,D
DB09361,No ATC Code
DB09363,C
DB09364,No ATC Code
DB09366,V
DB09369,L
DB09370,V
DB09371,G
DB09372,No ATC Code
DB09373,No ATC Code
DB09374,No ATC Code
DB09375,S
DB09376,No ATC Code
DB09377,No ATC Code
DB09378,No ATC Code
DB09379,No ATC Code
DB09380,No ATC Code
DB09381,No ATC Code
DB09382,V
DB09383,H
DB09385,No ATC Code
DB09387,No ATC Code
DB09388,No ATC Code
DB09389,G
DB09393,B
DB09394,No ATC Code
DB09395,B
DB09397,V
DB09398,V
DB09400,No ATC Code
DB09401,No ATC Code
DB09403,V
DB09406,No ATC Code
DB09407,A
DB09409,No ATC Code
DB09411,No ATC Code
DB09413,No ATC Code
DB09414,No ATC Code
DB09415,No ATC Code
DB09418,H
DB09419,No ATC Code
DB09420,V
DB09421,V
DB09422,No ATC Code
DB09423,No ATC Code
DB09425,V
DB09429,No ATC Code
DB09430,No ATC Code
DB09436,V
DB09443,V
DB09446,No ATC Code
DB09447,No ATC Code
DB09448,V
DB09449,A
DB09456,A
DB09459,No ATC Code
DB09460,No ATC Code
DB09461,No ATC Code
DB09462,A
DB09472,A
DB09473,No ATC Code
DB09477,No ATC Code
DB09479,No ATC Code
DB09480,V
DB09481,A
DB09483,B
DB09484,A
DB09487,V
DB09488,R
DB09490,No ATC Code
DB09493,No ATC Code
DB09494,No ATC Code
DB09495,No ATC Code
DB09496,D
DB09498,V
DB09499,No ATC Code
DB09501,V
DB09502,V
DB09507,V
DB09508,No ATC Code
DB09510,V
DB09511,No ATC Code
DB09512,No ATC Code
DB09513,No ATC Code
DB09516,D
DB09517,No ATC Code
DB09526,D
DB09527,No ATC Code
DB09531,No ATC Code
DB09532,V
DB09534,No ATC Code
DB09535,No ATC Code
DB09536,No ATC Code
DB09537,No ATC Code
DB09539,No ATC Code
DB09543,No ATC Code
DB09546,No ATC Code
DB09550,No ATC Code
DB09551,B
DB09552,No ATC Code
DB09555,No ATC Code
DB09559,L
DB09561,B
DB09563,No ATC Code
DB09564,A
DB09567,No ATC Code
DB09568,No ATC Code
DB09570,L
DB09571,No ATC Code
DB09876,No ATC Code
DB09877,No ATC Code
DB10061,No ATC Code
DB10062,J
DB10076,No ATC Code
DB10276,J
DB10283,J
DB10284,No ATC Code
DB10285,No ATC Code
DB10286,No ATC Code
DB10287,No ATC Code
DB10288,No ATC Code
DB10289,No ATC Code
DB10290,No ATC Code
DB10291,No ATC Code
DB10292,No ATC Code
DB10293,No ATC Code
DB10294,No ATC Code
DB10295,No ATC Code
DB10296,No ATC Code
DB10297,No ATC Code
DB10298,No ATC Code
DB10299,No ATC Code
DB10300,No ATC Code
DB10301,No ATC Code
DB10302,No ATC Code
DB10310,No ATC Code
DB10311,No ATC Code
DB10312,No ATC Code
DB10313,No ATC Code
DB10314,No ATC Code
DB10315,No ATC Code
DB10316,No ATC Code
DB10317,J
DB10318,No ATC Code
DB10319,No ATC Code
DB10320,No ATC Code
DB10321,No ATC Code
DB10322,No ATC Code
DB10323,No ATC Code
DB10324,No ATC Code
DB10325,No ATC Code
DB10326,No ATC Code
DB10327,No ATC Code
DB10328,No ATC Code
DB10329,No ATC Code
DB10330,No ATC Code
DB10331,No ATC Code
DB10332,No ATC Code
DB10333,No ATC Code
DB10334,No ATC Code
DB10335,No ATC Code
DB10336,No ATC Code
DB10337,No ATC Code
DB10338,No ATC Code
DB10339,No ATC Code
DB10340,No ATC Code
DB10341,No ATC Code
DB10342,No ATC Code
DB10343,No ATC Code
DB10344,No ATC Code
DB10345,No ATC Code
DB10346,No ATC Code
DB10348,No ATC Code
DB10349,No ATC Code
DB10350,No ATC Code
DB10351,No ATC Code
DB10352,No ATC Code
DB10353,No ATC Code
DB10354,No ATC Code
DB10355,No ATC Code
DB10356,No ATC Code
DB10357,No ATC Code
DB10359,No ATC Code
DB10360,No ATC Code
DB10361,No ATC Code
DB10362,No ATC Code
DB10363,No ATC Code
DB10364,No ATC Code
DB10365,No ATC Code
DB10366,No ATC Code
DB10368,No ATC Code
DB10369,No ATC Code
DB10370,No ATC Code
DB10371,No ATC Code
DB10372,No ATC Code
DB10373,No ATC Code
DB10374,No ATC Code
DB10375,No ATC Code
DB10376,No ATC Code
DB10377,No ATC Code
DB10378,No ATC Code
DB10379,No ATC Code
DB10380,No ATC Code
DB10381,No ATC Code
DB10382,No ATC Code
DB10383,No ATC Code
DB10384,No ATC Code
DB10385,No ATC Code
DB10386,No ATC Code
DB10387,No ATC Code
DB10388,No ATC Code
DB10389,No ATC Code
DB10390,No ATC Code
DB10391,No ATC Code
DB10392,No ATC Code
DB10393,No ATC Code
DB10394,No ATC Code
DB10395,No ATC Code
DB10396,No ATC Code
DB10397,No ATC Code
DB10398,No ATC Code
DB10399,No ATC Code
DB10400,V
DB10401,V
DB10403,No ATC Code
DB10404,No ATC Code
DB10406,No ATC Code
DB10408,No ATC Code
DB10409,No ATC Code
DB10410,No ATC Code
DB10411,No ATC Code
DB10412,No ATC Code
DB10413,No ATC Code
DB10415,No ATC Code
DB10416,No ATC Code
DB10417,No ATC Code
DB10418,No ATC Code
DB10419,No ATC Code
DB10420,No ATC Code
DB10421,No ATC Code
DB10422,No ATC Code
DB10423,No ATC Code
DB10424,No ATC Code
DB10425,No ATC Code
DB10426,No ATC Code
DB10427,No ATC Code
DB10428,No ATC Code
DB10429,No ATC Code
DB10430,No ATC Code
DB10431,No ATC Code
DB10432,No ATC Code
DB10433,No ATC Code
DB10434,No ATC Code
DB10435,No ATC Code
DB10436,No ATC Code
DB10437,No ATC Code
DB10438,No ATC Code
DB10439,No ATC Code
DB10440,No ATC Code
DB10441,No ATC Code
DB10442,No ATC Code
DB10443,No ATC Code
DB10444,No ATC Code
DB10445,No ATC Code
DB10446,No ATC Code
DB10447,No ATC Code
DB10448,No ATC Code
DB10449,No ATC Code
DB10450,No ATC Code
DB10451,No ATC Code
DB10452,No ATC Code
DB10453,No ATC Code
DB10454,No ATC Code
DB10455,No ATC Code
DB10456,No ATC Code
DB10457,No ATC Code
DB10458,No ATC Code
DB10459,No ATC Code
DB10460,No ATC Code
DB10461,No ATC Code
DB10462,No ATC Code
DB10463,No ATC Code
DB10464,No ATC Code
DB10465,No ATC Code
DB10466,No ATC Code
DB10467,No ATC Code
DB10468,No ATC Code
DB10469,No ATC Code
DB10470,No ATC Code
DB10471,No ATC Code
DB10472,No ATC Code
DB10473,No ATC Code
DB10474,No ATC Code
DB10475,No ATC Code
DB10478,No ATC Code
DB10479,No ATC Code
DB10480,No ATC Code
DB10481,No ATC Code
DB10482,No ATC Code
DB10483,No ATC Code
DB10484,No ATC Code
DB10485,No ATC Code
DB10486,No ATC Code
DB10487,No ATC Code
DB10488,No ATC Code
DB10489,No ATC Code
DB10490,No ATC Code
DB10491,No ATC Code
DB10493,No ATC Code
DB10494,No ATC Code
DB10495,No ATC Code
DB10496,No ATC Code
DB10497,No ATC Code
DB10498,No ATC Code
DB10499,No ATC Code
DB10500,No ATC Code
DB10501,No ATC Code
DB10502,No ATC Code
DB10503,No ATC Code
DB10504,No ATC Code
DB10505,No ATC Code
DB10506,No ATC Code
DB10508,No ATC Code
DB10509,No ATC Code
DB10510,No ATC Code
DB10511,No ATC Code
DB10512,No ATC Code
DB10513,No ATC Code
DB10514,No ATC Code
DB10515,No ATC Code
DB10516,No ATC Code
DB10517,No ATC Code
DB10518,No ATC Code
DB10519,No ATC Code
DB10520,No ATC Code
DB10523,No ATC Code
DB10525,No ATC Code
DB10526,No ATC Code
DB10527,No ATC Code
DB10528,No ATC Code
DB10529,No ATC Code
DB10530,No ATC Code
DB10531,No ATC Code
DB10532,No ATC Code
DB10533,No ATC Code
DB10534,No ATC Code
DB10535,A
DB10536,No ATC Code
DB10537,No ATC Code
DB10538,No ATC Code
DB10539,No ATC Code
DB10540,No ATC Code
DB10541,No ATC Code
DB10542,No ATC Code
DB10543,No ATC Code
DB10544,No ATC Code
DB10545,No ATC Code
DB10546,No ATC Code
DB10547,No ATC Code
DB10548,No ATC Code
DB10549,No ATC Code
DB10550,No ATC Code
DB10551,No ATC Code
DB10552,No ATC Code
DB10553,No ATC Code
DB10554,No ATC Code
DB10555,No ATC Code
DB10556,No ATC Code
DB10557,No ATC Code
DB10558,No ATC Code
DB10559,No ATC Code
DB10560,No ATC Code
DB10561,No ATC Code
DB10562,No ATC Code
DB10563,No ATC Code
DB10564,No ATC Code
DB10566,No ATC Code
DB10567,No ATC Code
DB10568,No ATC Code
DB10569,No ATC Code
DB10570,No ATC Code
DB10571,No ATC Code
DB10572,No ATC Code
DB10573,No ATC Code
DB10574,No ATC Code
DB10575,No ATC Code
DB10576,No ATC Code
DB10577,No ATC Code
DB10578,No ATC Code
DB10579,No ATC Code
DB10580,No ATC Code
DB10581,No ATC Code
DB10582,No ATC Code
DB10583,J
DB10584,J
DB10596,No ATC Code
DB10597,No ATC Code
DB10598,No ATC Code
DB10599,No ATC Code
DB10600,No ATC Code
DB10601,No ATC Code
DB10602,No ATC Code
DB10603,No ATC Code
DB10604,No ATC Code
DB10605,No ATC Code
DB10606,No ATC Code
DB10607,No ATC Code
DB10608,No ATC Code
DB10609,No ATC Code
DB10610,No ATC Code
DB10611,No ATC Code
DB10612,No ATC Code
DB10613,No ATC Code
DB10614,No ATC Code
DB10615,No ATC Code
DB10616,No ATC Code
DB10617,No ATC Code
DB10618,No ATC Code
DB10619,No ATC Code
DB10620,No ATC Code
DB10621,No ATC Code
DB10622,No ATC Code
DB10623,No ATC Code
DB10624,No ATC Code
DB10625,No ATC Code
DB10626,No ATC Code
DB10627,No ATC Code
DB10628,No ATC Code
DB10629,No ATC Code
DB10630,No ATC Code
DB10631,No ATC Code
DB10632,No ATC Code
DB10633,No ATC Code
DB10634,No ATC Code
DB10635,No ATC Code
DB10636,No ATC Code
DB10637,No ATC Code
DB10638,No ATC Code
DB10639,No ATC Code
DB10640,No ATC Code
DB10641,No ATC Code
DB10642,No ATC Code
DB10643,No ATC Code
DB10644,No ATC Code
DB10645,No ATC Code
DB10646,No ATC Code
DB10647,No ATC Code
DB10648,No ATC Code
DB10650,No ATC Code
DB10651,No ATC Code
DB10652,No ATC Code
DB10653,No ATC Code
DB10654,No ATC Code
DB10655,No ATC Code
DB10656,No ATC Code
DB10657,No ATC Code
DB10658,No ATC Code
DB10659,No ATC Code
DB10660,No ATC Code
DB10661,No ATC Code
DB10662,No ATC Code
DB10663,No ATC Code
DB10664,No ATC Code
DB10666,No ATC Code
DB10667,No ATC Code
DB10669,No ATC Code
DB10670,No ATC Code
DB10671,No ATC Code
DB10672,No ATC Code
DB10673,No ATC Code
DB10674,No ATC Code
DB10675,No ATC Code
DB10676,No ATC Code
DB10677,No ATC Code
DB10678,No ATC Code
DB10679,No ATC Code
DB10681,No ATC Code
DB10683,No ATC Code
DB10685,No ATC Code
DB10686,No ATC Code
DB10687,No ATC Code
DB10688,No ATC Code
DB10690,No ATC Code
DB10691,No ATC Code
DB10693,No ATC Code
DB10694,No ATC Code
DB10695,No ATC Code
DB10696,No ATC Code
DB10697,No ATC Code
DB10698,No ATC Code
DB10699,No ATC Code
DB10700,No ATC Code
DB10701,No ATC Code
DB10702,No ATC Code
DB10703,No ATC Code
DB10704,No ATC Code
DB10705,No ATC Code
DB10706,No ATC Code
DB10707,No ATC Code
DB10708,No ATC Code
DB10710,No ATC Code
DB10711,No ATC Code
DB10712,No ATC Code
DB10713,No ATC Code
DB10714,No ATC Code
DB10715,No ATC Code
DB10716,No ATC Code
DB10717,No ATC Code
DB10718,No ATC Code
DB10719,No ATC Code
DB10720,No ATC Code
DB10721,No ATC Code
DB10722,No ATC Code
DB10723,No ATC Code
DB10724,No ATC Code
DB10725,No ATC Code
DB10727,No ATC Code
DB10728,No ATC Code
DB10729,No ATC Code
DB10730,No ATC Code
DB10731,No ATC Code
DB10732,No ATC Code
DB10733,No ATC Code
DB10734,No ATC Code
DB10735,No ATC Code
DB10736,No ATC Code
DB10737,No ATC Code
DB10738,No ATC Code
DB10739,No ATC Code
DB10740,No ATC Code
DB10741,No ATC Code
DB10742,No ATC Code
DB10743,No ATC Code
DB10744,No ATC Code
DB10745,No ATC Code
DB10746,No ATC Code
DB10747,No ATC Code
DB10748,No ATC Code
DB10749,No ATC Code
DB10750,No ATC Code
DB10751,No ATC Code
DB10752,No ATC Code
DB10753,No ATC Code
DB10754,No ATC Code
DB10755,No ATC Code
DB10756,No ATC Code
DB10757,No ATC Code
DB10758,No ATC Code
DB10759,No ATC Code
DB10760,No ATC Code
DB10761,No ATC Code
DB10762,No ATC Code
DB10763,No ATC Code
DB10764,No ATC Code
DB10765,No ATC Code
DB10766,No ATC Code
DB10767,No ATC Code
DB10768,No ATC Code
DB10769,No ATC Code
DB10770,No ATC Code
DB10771,No ATC Code
DB10772,No ATC Code
DB10773,No ATC Code
DB10774,No ATC Code
DB10775,No ATC Code
DB10776,No ATC Code
DB10777,No ATC Code
DB10778,No ATC Code
DB10779,No ATC Code
DB10780,No ATC Code
DB10781,No ATC Code
DB10782,No ATC Code
DB10783,No ATC Code
DB10784,No ATC Code
DB10785,No ATC Code
DB10786,No ATC Code
DB10787,No ATC Code
DB10788,No ATC Code
DB10789,No ATC Code
DB10790,No ATC Code
DB10791,No ATC Code
DB10792,No ATC Code
DB10793,No ATC Code
DB10794,No ATC Code
DB10795,No ATC Code
DB10796,No ATC Code
DB10797,No ATC Code
DB10798,No ATC Code
DB10799,No ATC Code
DB10800,No ATC Code
DB10801,No ATC Code
DB10802,No ATC Code
DB10803,J
DB10804,No ATC Code
DB10805,J
DB10806,No ATC Code
DB10807,No ATC Code
DB10808,No ATC Code
DB10809,No ATC Code
DB10810,No ATC Code
DB10811,No ATC Code
DB10812,No ATC Code
DB10813,No ATC Code
DB10814,No ATC Code
DB10815,No ATC Code
DB10816,No ATC Code
DB10817,No ATC Code
DB10818,No ATC Code
DB10819,No ATC Code
DB10820,No ATC Code
DB10821,No ATC Code
DB10822,No ATC Code
DB10823,No ATC Code
DB10824,No ATC Code
DB10825,No ATC Code
DB10826,No ATC Code
DB10827,No ATC Code
DB10828,No ATC Code
DB10829,No ATC Code
DB10830,No ATC Code
DB10831,No ATC Code
DB10832,No ATC Code
DB10833,No ATC Code
DB10834,No ATC Code
DB10835,No ATC Code
DB10836,No ATC Code
DB10837,No ATC Code
DB10838,No ATC Code
DB10839,No ATC Code
DB10840,No ATC Code
DB10841,No ATC Code
DB10842,No ATC Code
DB10843,No ATC Code
DB10844,No ATC Code
DB10845,No ATC Code
DB10846,No ATC Code
DB10847,No ATC Code
DB10848,No ATC Code
DB10849,No ATC Code
DB10850,No ATC Code
DB10851,No ATC Code
DB10852,No ATC Code
DB10853,No ATC Code
DB10855,No ATC Code
DB10856,No ATC Code
DB10857,No ATC Code
DB10858,No ATC Code
DB10859,No ATC Code
DB10860,No ATC Code
DB10861,No ATC Code
DB10862,No ATC Code
DB10864,No ATC Code
DB10865,No ATC Code
DB10866,No ATC Code
DB10867,No ATC Code
DB10868,No ATC Code
DB10869,No ATC Code
DB10870,No ATC Code
DB10871,No ATC Code
DB10872,No ATC Code
DB10873,No ATC Code
DB10874,No ATC Code
DB10875,No ATC Code
DB10876,No ATC Code
DB10877,No ATC Code
DB10879,No ATC Code
DB10880,No ATC Code
DB10881,No ATC Code
DB10882,No ATC Code
DB10883,No ATC Code
DB10884,No ATC Code
DB10885,No ATC Code
DB10886,No ATC Code
DB10887,No ATC Code
DB10888,No ATC Code
DB10889,No ATC Code
DB10890,No ATC Code
DB10891,No ATC Code
DB10892,No ATC Code
DB10893,No ATC Code
DB10894,No ATC Code
DB10895,No ATC Code
DB10896,No ATC Code
DB10897,No ATC Code
DB10898,No ATC Code
DB10899,No ATC Code
DB10900,No ATC Code
DB10901,No ATC Code
DB10902,No ATC Code
DB10903,No ATC Code
DB10904,No ATC Code
DB10905,No ATC Code
DB10906,No ATC Code
DB10907,No ATC Code
DB10908,No ATC Code
DB10909,No ATC Code
DB10910,No ATC Code
DB10911,No ATC Code
DB10912,No ATC Code
DB10913,No ATC Code
DB10914,No ATC Code
DB10915,No ATC Code
DB10916,No ATC Code
DB10917,No ATC Code
DB10918,No ATC Code
DB10919,No ATC Code
DB10921,No ATC Code
DB10922,No ATC Code
DB10923,No ATC Code
DB10924,No ATC Code
DB10925,No ATC Code
DB10926,No ATC Code
DB10927,No ATC Code
DB10928,No ATC Code
DB10929,No ATC Code
DB10930,No ATC Code
DB10932,No ATC Code
DB10933,No ATC Code
DB10934,No ATC Code
DB10935,No ATC Code
DB10936,No ATC Code
DB10937,No ATC Code
DB10939,No ATC Code
DB10940,No ATC Code
DB10941,No ATC Code
DB10942,No ATC Code
DB10943,No ATC Code
DB10945,No ATC Code
DB10946,No ATC Code
DB10947,No ATC Code
DB10948,No ATC Code
DB10949,No ATC Code
DB10950,No ATC Code
DB10952,No ATC Code
DB10953,No ATC Code
DB10954,No ATC Code
DB10955,No ATC Code
DB10956,No ATC Code
DB10957,No ATC Code
DB10958,No ATC Code
DB10959,No ATC Code
DB10961,No ATC Code
DB10962,No ATC Code
DB10963,No ATC Code
DB10964,No ATC Code
DB10965,No ATC Code
DB10966,No ATC Code
DB10967,No ATC Code
DB10968,No ATC Code
DB10969,No ATC Code
DB10970,No ATC Code
DB10971,No ATC Code
DB10972,No ATC Code
DB10973,No ATC Code
DB10974,No ATC Code
DB10975,No ATC Code
DB10976,No ATC Code
DB10977,No ATC Code
DB10979,No ATC Code
DB10980,No ATC Code
DB10981,No ATC Code
DB10982,No ATC Code
DB10983,No ATC Code
DB10984,No ATC Code
DB10985,No ATC Code
DB10986,No ATC Code
DB10987,No ATC Code
DB10988,No ATC Code
DB10989,No ATC Code
DB10990,No ATC Code
DB10991,No ATC Code
DB10992,No ATC Code
DB10994,No ATC Code
DB10995,No ATC Code
DB10996,No ATC Code
DB10997,No ATC Code
DB10998,No ATC Code
DB10999,No ATC Code
DB11000,No ATC Code
DB11001,No ATC Code
DB11002,No ATC Code
DB11003,No ATC Code
DB11004,No ATC Code
DB11005,No ATC Code
DB11006,No ATC Code
DB11007,No ATC Code
DB11008,No ATC Code
DB11009,No ATC Code
DB11010,No ATC Code
DB11011,No ATC Code
DB11014,No ATC Code
DB11017,A
DB11018,No ATC Code
DB11019,No ATC Code
DB11020,No ATC Code
DB11021,No ATC Code
DB11022,No ATC Code
DB11023,No ATC Code
DB11024,No ATC Code
DB11025,No ATC Code
DB11026,No ATC Code
DB11027,No ATC Code
DB11028,No ATC Code
DB11029,No ATC Code
DB11030,No ATC Code
DB11031,No ATC Code
DB11032,No ATC Code
DB11033,No ATC Code
DB11034,No ATC Code
DB11035,No ATC Code
DB11036,No ATC Code
DB11037,No ATC Code
DB11038,No ATC Code
DB11039,No ATC Code
DB11040,No ATC Code
DB11041,No ATC Code
DB11042,No ATC Code
DB11043,No ATC Code
DB11044,No ATC Code
DB11045,No ATC Code
DB11046,No ATC Code
DB11047,No ATC Code
DB11048,No ATC Code
DB11050,No ATC Code
DB11051,No ATC Code
DB11054,No ATC Code
DB11056,No ATC Code
DB11057,A
DB11058,No ATC Code
DB11059,No ATC Code
DB11060,No ATC Code
DB11061,No ATC Code
DB11062,No ATC Code
DB11063,No ATC Code
DB11064,No ATC Code
DB11065,No ATC Code
DB11066,No ATC Code
DB11067,No ATC Code
DB11068,A
DB11069,No ATC Code
DB11071,G
DB11072,No ATC Code
DB11073,D
DB11074,P
DB11075,S
DB11077,No ATC Code
DB11079,No ATC Code
DB11080,D
DB11081,D
DB11082,No ATC Code
DB11085,D
DB11086,No ATC Code
DB11087,No ATC Code
DB11088,No ATC Code
DB11089,No ATC Code
DB11090,No ATC Code
DB11091,D
DB11092,A
DB11093,A
DB11094,No ATC Code
DB11095,B
DB11096,No ATC Code
DB11097,No ATC Code
DB11098,A
DB11099,No ATC Code
DB11100,No ATC Code
DB11102,No ATC Code
DB11104,No ATC Code
DB11105,R
DB11107,No ATC Code
DB11108,No ATC Code
DB11109,No ATC Code
DB11110,B
DB11111,No ATC Code
DB11112,No ATC Code
DB11113,A
DB11114,No ATC Code
DB11115,No ATC Code
DB11116,No ATC Code
DB11117,D
DB11118,No ATC Code
DB11119,No ATC Code
DB11120,No ATC Code
DB11121,D
DB11123,D
DB11124,No ATC Code
DB11125,D
DB11126,A
DB11127,A
DB11128,No ATC Code
DB11129,No ATC Code
DB11130,A
DB11131,No ATC Code
DB11132,No ATC Code
DB11133,A
DB11134,No ATC Code
DB11135,No ATC Code
DB11136,No ATC Code
DB11137,No ATC Code
DB11140,No ATC Code
DB11141,No ATC Code
DB11142,No ATC Code
DB11143,No ATC Code
DB11144,No ATC Code
DB11145,R
DB11147,No ATC Code
DB11148,No ATC Code
DB11149,No ATC Code
DB11150,V
DB11151,No ATC Code
DB11152,No ATC Code
DB11153,No ATC Code
DB11154,No ATC Code
DB11155,No ATC Code
DB11156,P
DB11157,D
DB11158,A
DB11159,No ATC Code
DB11160,No ATC Code
DB11161,No ATC Code
DB11164,No ATC Code
DB11165,No ATC Code
DB11166,No ATC Code
DB11168,No ATC Code
DB11169,No ATC Code
DB11171,No ATC Code
DB11172,No ATC Code
DB11174,No ATC Code
DB11175,No ATC Code
DB11176,No ATC Code
DB11178,No ATC Code
DB11179,No ATC Code
DB11180,No ATC Code
DB11181,S
DB11182,S
DB11183,No ATC Code
DB11184,No ATC Code
DB11185,No ATC Code
DB11186,R
DB11187,No ATC Code
DB11188,No ATC Code
DB11189,No ATC Code
DB11190,A
DB11191,B
DB11192,No ATC Code
DB11193,No ATC Code
DB11195,No ATC Code
DB11197,No ATC Code
DB11198,A
DB11199,No ATC Code
DB11200,No ATC Code
DB11201,No ATC Code
DB11202,No ATC Code
DB11203,No ATC Code
DB11204,No ATC Code
DB11205,No ATC Code
DB11206,No ATC Code
DB11207,No ATC Code
DB11208,No ATC Code
DB11209,B
DB11210,No ATC Code
DB11211,No ATC Code
DB11217,No ATC Code
DB11218,No ATC Code
DB11219,No ATC Code
DB11220,No ATC Code
DB11221,No ATC Code
DB11222,No ATC Code
DB11223,No ATC Code
DB11224,No ATC Code
DB11225,No ATC Code
DB11226,No ATC Code
DB11227,No ATC Code
DB11228,A
DB11229,No ATC Code
DB11230,No ATC Code
DB11231,No ATC Code
DB11232,No ATC Code
DB11233,No ATC Code
DB11234,No ATC Code
DB11235,D
DB11236,No ATC Code
DB11237,B
DB11238,No ATC Code
DB11239,No ATC Code
DB11242,B
DB11243,No ATC Code
DB11244,No ATC Code
DB11246,No ATC Code
DB11247,No ATC Code
DB11248,C
DB11250,No ATC Code
DB11251,A
DB11252,No ATC Code
DB11253,No ATC Code
DB11254,R
DB11255,No ATC Code
DB11256,No ATC Code
DB11257,No ATC Code
DB11259,No ATC Code
DB11260,No ATC Code
DB11261,No ATC Code
DB11262,No ATC Code
DB11263,No ATC Code
DB11264,No ATC Code
DB11265,No ATC Code
DB11266,No ATC Code
DB11267,No ATC Code
DB11268,No ATC Code
DB11269,No ATC Code
DB11270,No ATC Code
DB11271,No ATC Code
DB11272,No ATC Code
DB11273,No ATC Code
DB11274,No ATC Code
DB11275,No ATC Code
DB11276,No ATC Code
DB11277,No ATC Code
DB11278,No ATC Code
DB11279,No ATC Code
DB11281,No ATC Code
DB11282,P
DB11283,No ATC Code
DB11284,No ATC Code
DB11285,No ATC Code
DB11286,No ATC Code
DB11288,No ATC Code
DB11289,No ATC Code
DB11290,No ATC Code
DB11291,No ATC Code
DB11293,No ATC Code
DB11294,No ATC Code
DB11295,No ATC Code
DB11296,No ATC Code
DB11297,No ATC Code
DB11298,No ATC Code
DB11299,No ATC Code
DB11300,B
DB11301,No ATC Code
DB11302,No ATC Code
DB11304,No ATC Code
DB11305,No ATC Code
DB11306,No ATC Code
DB11309,No ATC Code
DB11311,No ATC Code
DB11312,B
DB11313,No ATC Code
DB11315,A
DB11318,No ATC Code
DB11321,No ATC Code
DB11323,No ATC Code
DB11324,No ATC Code
DB11325,No ATC Code
DB11326,S
DB11327,No ATC Code
DB11328,No ATC Code
DB11329,No ATC Code
DB11330,No ATC Code
DB11331,No ATC Code
DB11332,No ATC Code
DB11333,No ATC Code
DB11335,No ATC Code
DB11336,No ATC Code
DB11337,No ATC Code
DB11338,No ATC Code
DB11340,No ATC Code
DB11341,No ATC Code
DB11342,D
DB11343,No ATC Code
DB11344,No ATC Code
DB11345,No ATC Code
DB11346,No ATC Code
DB11347,No ATC Code
DB11348,A
DB11349,No ATC Code
DB11350,No ATC Code
DB11352,No ATC Code
DB11355,No ATC Code
DB11356,No ATC Code
DB11357,No ATC Code
DB11358,No ATC Code
DB11359,No ATC Code
DB11360,No ATC Code
DB11361,No ATC Code
DB11362,B
DB11363,L
DB11364,L
DB11365,A
DB11366,L
DB11367,J
DB11368,D
DB11369,No ATC Code
DB11371,N
DB11372,No ATC Code
DB11373,No ATC Code
DB11374,No ATC Code
DB11375,No ATC Code
DB11376,No ATC Code
DB11377,No ATC Code
DB11378,No ATC Code
DB11379,No ATC Code
DB11380,No ATC Code
DB11382,No ATC Code
DB11383,No ATC Code
DB11385,No ATC Code
DB11386,A
DB11387,N
DB11389,No ATC Code
DB11390,No ATC Code
DB11392,No ATC Code
DB11393,No ATC Code
DB11394,No ATC Code
DB11395,No ATC Code
DB11396,P
DB11397,No ATC Code
DB11398,No ATC Code
DB11399,No ATC Code
DB11400,No ATC Code
DB11401,No ATC Code
DB11403,No ATC Code
DB11404,No ATC Code
DB11405,No ATC Code
DB11408,No ATC Code
DB11409,No ATC Code
DB11410,P
DB11411,No ATC Code
DB11412,No ATC Code
DB11413,No ATC Code
DB11414,No ATC Code
DB11416,No ATC Code
DB11417,No ATC Code
DB11419,No ATC Code
DB11420,No ATC Code
DB11421,No ATC Code
DB11423,No ATC Code
DB11424,No ATC Code
DB11425,No ATC Code
DB11426,No ATC Code
DB11427,No ATC Code
DB11428,No ATC Code
