DrugBank ID,First letter ATC Codes
DB11429,No ATC Code
DB11430,No ATC Code
DB11431,P
DB11432,No ATC Code
DB11433,No ATC Code
DB11434,No ATC Code
DB11436,No ATC Code
DB11437,No ATC Code
DB11438,No ATC Code
DB11440,No ATC Code
DB11441,No ATC Code
DB11442,J
DB11443,No ATC Code
DB11444,M
DB11446,No ATC Code
DB11447,No ATC Code
DB11448,No ATC Code
DB11449,No ATC Code
DB11450,No ATC Code
DB11451,No ATC Code
DB11452,No ATC Code
DB11453,No ATC Code
DB11454,No ATC Code
DB11455,No ATC Code
DB11456,No ATC Code
DB11457,No ATC Code
DB11458,No ATC Code
DB11459,No ATC Code
DB11460,No ATC Code
DB11461,No ATC Code
DB11462,No ATC Code
DB11463,No ATC Code
DB11464,No ATC Code
DB11466,No ATC Code
DB11467,No ATC Code
DB11468,No ATC Code
DB11470,No ATC Code
DB11471,No ATC Code
DB11472,No ATC Code
DB11473,P
DB11474,No ATC Code
DB11475,No ATC Code
DB11476,D
DB11477,No ATC Code
DB11478,No ATC Code
DB11479,No ATC Code
DB11480,No ATC Code
DB11481,No ATC Code
DB11482,No ATC Code
DB11485,No ATC Code
DB11487,No ATC Code
DB11490,V
DB11491,No ATC Code
DB11493,No ATC Code
DB11495,No ATC Code
DB11496,No ATC Code
DB11497,No ATC Code
DB11499,No ATC Code
DB11501,No ATC Code
DB11502,No ATC Code
DB11504,No ATC Code
DB11505,No ATC Code
DB11507,No ATC Code
DB11509,No ATC Code
DB11510,No ATC Code
DB11511,No ATC Code
DB11512,S
DB11513,No ATC Code
DB11516,No ATC Code
DB11517,No ATC Code
DB11518,No ATC Code
DB11519,No ATC Code
DB11520,No ATC Code
DB11521,No ATC Code
DB11522,No ATC Code
DB11525,No ATC Code
DB11526,L
DB11528,No ATC Code
DB11529,No ATC Code
DB11530,No ATC Code
DB11531,No ATC Code
DB11534,No ATC Code
DB11537,No ATC Code
DB11538,No ATC Code
DB11540,No ATC Code
DB11541,No ATC Code
DB11542,No ATC Code
DB11543,No ATC Code
DB11544,No ATC Code
DB11545,No ATC Code
DB11547,No ATC Code
DB11549,No ATC Code
DB11551,No ATC Code
DB11552,No ATC Code
DB11554,No ATC Code
DB11555,No ATC Code
DB11556,No ATC Code
DB11558,No ATC Code
DB11560,M
DB11561,D
DB11562,No ATC Code
DB11563,A
DB11564,No ATC Code
DB11567,No ATC Code
DB11568,No ATC Code
DB11569,L
DB11570,No ATC Code
DB11571,No ATC Code
DB11572,No ATC Code
DB11573,D
DB11574,J
DB11575,J
DB11576,V
DB11577,V
DB11578,No ATC Code
DB11579,No ATC Code
DB11580,L
DB11581,L
DB11582,M
DB11583,No ATC Code
DB11584,N
DB11585,No ATC Code
DB11586,J
DB11587,No ATC Code
DB11588,V
DB11589,No ATC Code
DB11590,D
DB11591,S
DB11592,No ATC Code
DB11593,No ATC Code
DB11594,A
DB11595,L
DB11596,V
DB11597,J
DB11598,B
DB11599,No ATC Code
DB11600,No ATC Code
DB11601,No ATC Code
DB11602,No ATC Code
DB11603,No ATC Code
DB11604,J
DB11605,No ATC Code
DB11606,B
DB11607,No ATC Code
DB11608,No ATC Code
DB11609,R
DB11610,No ATC Code
DB11611,S
DB11613,J
DB11614,R
DB11616,L
DB11617,L
DB11618,L
DB11619,G
DB11620,No ATC Code
DB11621,No ATC Code
DB11622,No ATC Code
DB11623,No ATC Code
DB11624,No ATC Code
DB11625,V
DB11626,L
DB11627,J
DB11628,No ATC Code
DB11629,No ATC Code
DB11630,L
DB11631,M
DB11632,N
DB11633,J
DB11634,V
DB11635,A
DB11636,G
DB11637,J
DB11638,P
DB11639,M
DB11640,N
DB11641,L
DB11642,N
DB11643,No ATC Code
DB11644,N
DB11645,No ATC Code
DB11646,No ATC Code
DB11647,No ATC Code
DB11648,No ATC Code
DB11649,No ATC Code
DB11650,No ATC Code
DB11651,No ATC Code
DB11652,L
DB11653,G
DB11654,No ATC Code
DB11655,No ATC Code
DB11656,A
DB11657,No ATC Code
DB11658,No ATC Code
DB11659,No ATC Code
DB11660,S
DB11661,No ATC Code
DB11662,No ATC Code
DB11663,No ATC Code
DB11664,No ATC Code
DB11665,No ATC Code
DB11666,No ATC Code
DB11667,No ATC Code
DB11668,No ATC Code
DB11669,No ATC Code
DB11670,No ATC Code
DB11671,No ATC Code
DB11672,No ATC Code
DB11673,No ATC Code
DB11674,No ATC Code
DB11675,A
DB11676,No ATC Code
DB11677,A
DB11678,L
DB11679,No ATC Code
DB11680,No ATC Code
DB11681,No ATC Code
DB11682,B
DB11683,No ATC Code
DB11684,No ATC Code
DB11685,No ATC Code
DB11686,No ATC Code
DB11687,No ATC Code
DB11688,No ATC Code
DB11689,L
DB11690,No ATC Code
DB11691,A
DB11692,No ATC Code
DB11693,L
DB11694,No ATC Code
DB11695,No ATC Code
DB11696,A
DB11697,L
DB11698,A
DB11699,A
DB11700,A
DB11701,J
DB11702,No ATC Code
DB11703,L
DB11704,No ATC Code
DB11705,V
DB11706,No ATC Code
DB11707,No ATC Code
DB11708,L
DB11709,No ATC Code
DB11710,No ATC Code
DB11711,No ATC Code
DB11712,R
DB11713,No ATC Code
DB11714,L
DB11715,No ATC Code
DB11716,No ATC Code
DB11717,L
DB11718,L
DB11719,No ATC Code
DB11720,No ATC Code
DB11721,No ATC Code
DB11723,No ATC Code
DB11724,No ATC Code
DB11725,No ATC Code
DB11726,No ATC Code
DB11727,No ATC Code
DB11729,No ATC Code
DB11730,L
DB11731,No ATC Code
DB11732,N
DB11734,No ATC Code
DB11735,V
DB11736,No ATC Code
DB11737,L
DB11738,C
DB11739,A
DB11740,No ATC Code
DB11741,No ATC Code
DB11742,R
DB11743,No ATC Code
DB11744,No ATC Code
DB11745,No ATC Code
DB11746,No ATC Code
DB11747,No ATC Code
DB11748,A
DB11749,No ATC Code
DB11750,D
DB11751,J
DB11752,No ATC Code
DB11753,S
DB11754,No ATC Code
DB11755,No ATC Code
DB11756,No ATC Code
DB11757,N
DB11758,No ATC Code
DB11759,No ATC Code
DB11760,L
DB11761,A
DB11762,No ATC Code
DB11763,No ATC Code
DB11764,No ATC Code
DB11765,No ATC Code
DB11766,No ATC Code
DB11767,L
DB11768,No ATC Code
DB11769,No ATC Code
DB11770,C
DB11771,L
DB11772,No ATC Code
DB11773,No ATC Code
DB11774,J
DB11775,No ATC Code
DB11776,L
DB11777,No ATC Code
DB11778,No ATC Code
DB11779,No ATC Code
DB11780,No ATC Code
DB11781,No ATC Code
DB11782,No ATC Code
DB11783,C
DB11784,No ATC Code
DB11785,No ATC Code
DB11786,No ATC Code
DB11787,No ATC Code
DB11788,No ATC Code
DB11789,No ATC Code
DB11790,No ATC Code
DB11791,L
DB11792,No ATC Code
DB11793,L
DB11794,No ATC Code
DB11795,No ATC Code
DB11796,J
DB11797,M
DB11798,No ATC Code
DB11799,J
DB11800,L
DB11801,No ATC Code
DB11803,L
DB11804,No ATC Code
DB11805,No ATC Code
DB11806,No ATC Code
DB11807,No ATC Code
DB11808,J
DB11809,No ATC Code
DB11810,No ATC Code
DB11811,No ATC Code
DB11812,No ATC Code
DB11813,No ATC Code
DB11814,No ATC Code
DB11815,No ATC Code
DB11816,No ATC Code
DB11817,L
DB11818,No ATC Code
DB11819,No ATC Code
DB11820,P
DB11821,No ATC Code
DB11822,No ATC Code
DB11823,N
DB11824,No ATC Code
DB11825,N
DB11826,No ATC Code
DB11827,A
DB11828,L
DB11829,No ATC Code
DB11830,No ATC Code
DB11831,No ATC Code
DB11832,No ATC Code
DB11833,No ATC Code
DB11834,L
DB11835,V
DB11836,No ATC Code
DB11837,H
DB11838,No ATC Code
DB11839,No ATC Code
DB11840,No ATC Code
DB11841,L
DB11842,C
DB11843,No ATC Code
DB11844,No ATC Code
DB11845,No ATC Code
DB11846,No ATC Code
DB11847,No ATC Code
DB11848,No ATC Code
DB11849,No ATC Code
DB11850,L
DB11851,No ATC Code
DB11852,No ATC Code
DB11853,H
DB11854,No ATC Code
DB11855,R
DB11856,No ATC Code
DB11857,No ATC Code
DB11858,No ATC Code
DB11859,N
DB11860,No ATC Code
DB11861,No ATC Code
DB11862,No ATC Code
DB11863,No ATC Code
DB11864,No ATC Code
DB11865,No ATC Code
DB11866,M
DB11867,No ATC Code
DB11868,No ATC Code
DB11869,No ATC Code
DB11870,No ATC Code
DB11871,No ATC Code
DB11872,No ATC Code
DB11873,No ATC Code
DB11874,No ATC Code
DB11875,No ATC Code
DB11876,B
DB11877,No ATC Code
DB11878,No ATC Code
DB11879,No ATC Code
DB11880,No ATC Code
DB11881,No ATC Code
DB11882,No ATC Code
DB11883,No ATC Code
DB11884,No ATC Code
DB11885,No ATC Code
DB11886,L
DB11888,No ATC Code
DB11889,No ATC Code
DB11890,No ATC Code
DB11891,No ATC Code
DB11892,J
DB11893,No ATC Code
DB11894,No ATC Code
DB11895,No ATC Code
DB11896,No ATC Code
DB11898,No ATC Code
DB11899,No ATC Code
DB11900,No ATC Code
DB11901,L
DB11902,No ATC Code
DB11903,No ATC Code
DB11904,No ATC Code
DB11905,No ATC Code
DB11906,No ATC Code
DB11907,L
DB11909,No ATC Code
DB11910,No ATC Code
DB11911,No ATC Code
DB11912,No ATC Code
DB11913,No ATC Code
DB11914,No ATC Code
DB11915,N
DB11916,No ATC Code
DB11917,No ATC Code
DB11918,No ATC Code
DB11919,No ATC Code
DB11920,No ATC Code
DB11921,H
DB11922,No ATC Code
DB11923,No ATC Code
DB11924,No ATC Code
DB11925,No ATC Code
DB11926,No ATC Code
DB11927,No ATC Code
DB11928,M
DB11929,No ATC Code
DB11930,No ATC Code
DB11932,P
DB11933,No ATC Code
DB11934,No ATC Code
DB11935,J
DB11936,C
DB11937,No ATC Code
DB11938,V
DB11939,No ATC Code
DB11940,No ATC Code
DB11941,No ATC Code
DB11942,L
DB11943,J
DB11944,No ATC Code
DB11945,L
DB11946,No ATC Code
DB11947,No ATC Code
DB11948,No ATC Code
DB11949,No ATC Code
DB11950,A
DB11951,N
DB11952,L
DB11953,No ATC Code
DB11954,No ATC Code
DB11955,No ATC Code
DB11956,No ATC Code
DB11957,No ATC Code
DB11958,No ATC Code
DB11959,No ATC Code
DB11960,No ATC Code
DB11961,No ATC Code
DB11962,No ATC Code
DB11963,L
DB11964,No ATC Code
DB11965,No ATC Code
DB11966,No ATC Code
DB11967,L
DB11968,No ATC Code
DB11969,No ATC Code
DB11970,No ATC Code
DB11971,No ATC Code
DB11972,No ATC Code
DB11973,No ATC Code
DB11974,No ATC Code
DB11975,No ATC Code
DB11976,L
DB11977,No ATC Code
DB11978,L
DB11979,H
DB11980,No ATC Code
DB11981,No ATC Code
DB11982,No ATC Code
DB11983,No ATC Code
DB11984,No ATC Code
DB11985,No ATC Code
DB11986,L
DB11987,No ATC Code
DB11988,L
DB11989,P
DB11990,No ATC Code
DB11991,No ATC Code
DB11992,No ATC Code
DB11993,No ATC Code
DB11994,M
DB11995,B
DB11996,L
DB11997,No ATC Code
DB11998,No ATC Code
DB11999,L
DB12000,No ATC Code
DB12001,L
DB12002,No ATC Code
DB12003,No ATC Code
DB12004,No ATC Code
DB12005,No ATC Code
DB12006,No ATC Code
DB12007,No ATC Code
DB12008,No ATC Code
DB12009,No ATC Code
DB12010,B
DB12011,No ATC Code
DB12012,No ATC Code
DB12013,No ATC Code
DB12014,No ATC Code
DB12015,L
DB12016,L
DB12017,No ATC Code
DB12018,No ATC Code
DB12019,No ATC Code
DB12020,J
DB12021,No ATC Code
DB12022,No ATC Code
DB12023,R
DB12024,No ATC Code
DB12025,No ATC Code
DB12026,J
DB12027,No ATC Code
DB12028,No ATC Code
DB12029,No ATC Code
DB12030,No ATC Code
DB12031,No ATC Code
DB12032,No ATC Code
DB12034,No ATC Code
DB12035,J
DB12036,No ATC Code
DB12037,No ATC Code
DB12038,B
DB12039,No ATC Code
DB12040,No ATC Code
DB12041,No ATC Code
DB12042,No ATC Code
DB12043,No ATC Code
DB12044,No ATC Code
DB12045,No ATC Code
DB12046,No ATC Code
DB12047,No ATC Code
DB12048,No ATC Code
DB12049,No ATC Code
DB12050,No ATC Code
DB12051,No ATC Code
DB12052,No ATC Code
DB12053,No ATC Code
DB12054,No ATC Code
DB12055,No ATC Code
DB12056,No ATC Code
DB12057,No ATC Code
DB12058,No ATC Code
DB12059,No ATC Code
DB12060,No ATC Code
DB12061,No ATC Code
DB12062,No ATC Code
DB12063,No ATC Code
DB12064,No ATC Code
DB12065,No ATC Code
DB12066,No ATC Code
DB12067,No ATC Code
DB12068,No ATC Code
DB12069,No ATC Code
DB12070,J
DB12071,No ATC Code
DB12072,No ATC Code
DB12073,No ATC Code
DB12074,No ATC Code
DB12075,No ATC Code
DB12076,No ATC Code
DB12077,No ATC Code
DB12078,No ATC Code
DB12079,A
DB12080,No ATC Code
DB12081,S
DB12082,No ATC Code
DB12083,No ATC Code
DB12084,No ATC Code
DB12085,No ATC Code
DB12086,R
DB12087,No ATC Code
DB12088,No ATC Code
DB12089,No ATC Code
DB12090,No ATC Code
DB12091,No ATC Code
DB12092,No ATC Code
DB12093,No ATC Code
DB12094,No ATC Code
DB12095,No ATC Code
DB12096,No ATC Code
DB12097,No ATC Code
DB12098,No ATC Code
DB12099,No ATC Code
DB12100,No ATC Code
DB12101,No ATC Code
DB12102,No ATC Code
DB12104,No ATC Code
DB12105,No ATC Code
DB12106,No ATC Code
DB12107,J
DB12108,No ATC Code
DB12109,No ATC Code
DB12110,No ATC Code
DB12111,No ATC Code
DB12112,No ATC Code
DB12113,No ATC Code
DB12114,No ATC Code
DB12115,No ATC Code
DB12116,No ATC Code
DB12117,No ATC Code
DB12118,No ATC Code
DB12119,No ATC Code
DB12120,No ATC Code
DB12121,No ATC Code
DB12122,No ATC Code
DB12123,C
DB12124,No ATC Code
DB12125,No ATC Code
DB12126,No ATC Code
DB12127,J
DB12128,No ATC Code
DB12129,No ATC Code
DB12130,L
DB12131,N
DB12132,No ATC Code
DB12133,No ATC Code
DB12134,No ATC Code
DB12135,No ATC Code
DB12136,No ATC Code
DB12137,No ATC Code
DB12138,No ATC Code
DB12139,No ATC Code
DB12140,No ATC Code
DB12141,L
DB12142,No ATC Code
DB12143,No ATC Code
DB12144,No ATC Code
DB12145,No ATC Code
DB12146,No ATC Code
DB12147,L
DB12148,M
DB12149,No ATC Code
DB12150,No ATC Code
DB12151,J
DB12152,No ATC Code
DB12153,N
DB12154,L
DB12155,No ATC Code
DB12156,No ATC Code
DB12157,No ATC Code
DB12158,No ATC Code
DB12159,D
DB12160,M
DB12161,N
DB12162,No ATC Code
DB12163,No ATC Code
DB12165,No ATC Code
DB12167,No ATC Code
DB12168,No ATC Code
DB12169,D
DB12170,No ATC Code
DB12171,No ATC Code
DB12172,P
DB12173,No ATC Code
DB12174,No ATC Code
DB12176,No ATC Code
DB12177,No ATC Code
DB12178,No ATC Code
DB12179,No ATC Code
DB12180,No ATC Code
DB12181,No ATC Code
DB12182,No ATC Code
DB12183,No ATC Code
DB12184,N
DB12185,No ATC Code
DB12186,No ATC Code
DB12187,No ATC Code
DB12188,No ATC Code
DB12189,No ATC Code
DB12190,J
DB12191,No ATC Code
DB12192,No ATC Code
DB12193,No ATC Code
DB12194,No ATC Code
DB12195,No ATC Code
DB12196,No ATC Code
DB12197,No ATC Code
DB12198,No ATC Code
DB12199,No ATC Code
DB12200,No ATC Code
DB12201,No ATC Code
DB12202,No ATC Code
DB12203,No ATC Code
DB12204,No ATC Code
DB12205,No ATC Code
DB12206,No ATC Code
DB12207,No ATC Code
DB12208,No ATC Code
DB12209,No ATC Code
DB12210,No ATC Code
DB12211,No ATC Code
DB12212,C
DB12213,No ATC Code
DB12214,A
DB12216,D
DB12218,No ATC Code
DB12219,No ATC Code
DB12220,No ATC Code
DB12221,C
DB12222,No ATC Code
DB12223,No ATC Code
DB12224,No ATC Code
DB12225,J
DB12226,No ATC Code
DB12227,No ATC Code
DB12228,No ATC Code
DB12229,No ATC Code
DB12230,No ATC Code
DB12231,No ATC Code
DB12232,No ATC Code
DB12233,No ATC Code
DB12234,No ATC Code
DB12235,G
DB12236,No ATC Code
DB12237,No ATC Code
DB12238,No ATC Code
DB12239,No ATC Code
DB12240,L
DB12241,No ATC Code
DB12242,No ATC Code
DB12243,N
DB12244,No ATC Code
DB12245,P
DB12246,No ATC Code
DB12247,No ATC Code
DB12248,R
DB12249,No ATC Code
DB12250,No ATC Code
DB12251,A
DB12252,No ATC Code
DB12253,No ATC Code
DB12254,No ATC Code
DB12255,B
DB12256,No ATC Code
DB12257,No ATC Code
DB12258,S
DB12259,No ATC Code
DB12260,No ATC Code
DB12261,No ATC Code
DB12262,No ATC Code
DB12263,No ATC Code
DB12264,No ATC Code
DB12265,P
DB12266,No ATC Code
DB12267,L
DB12268,No ATC Code
DB12269,No ATC Code
DB12270,No ATC Code
DB12271,No ATC Code
DB12272,No ATC Code
DB12273,No ATC Code
DB12274,N
DB12275,No ATC Code
DB12276,No ATC Code
DB12277,D
DB12278,G
DB12279,No ATC Code
DB12280,No ATC Code
DB12281,B
DB12282,No ATC Code
DB12283,No ATC Code
DB12284,No ATC Code
DB12285,No ATC Code
DB12286,No ATC Code
DB12287,No ATC Code
DB12288,No ATC Code
DB12289,No ATC Code
DB12290,No ATC Code
DB12291,No ATC Code
DB12292,No ATC Code
DB12293,N
DB12294,No ATC Code
DB12295,No ATC Code
DB12296,No ATC Code
DB12297,No ATC Code
DB12298,No ATC Code
DB12299,No ATC Code
DB12300,No ATC Code
DB12301,J
DB12302,No ATC Code
DB12303,No ATC Code
DB12304,No ATC Code
DB12305,No ATC Code
DB12306,No ATC Code
DB12307,No ATC Code
DB12308,No ATC Code
DB12309,No ATC Code
DB12310,No ATC Code
DB12311,No ATC Code
DB12312,No ATC Code
DB12313,C
DB12314,No ATC Code
DB12316,No ATC Code
DB12317,No ATC Code
DB12318,No ATC Code
DB12319,M
DB12321,No ATC Code
DB12322,No ATC Code
DB12323,No ATC Code
DB12325,No ATC Code
DB12326,No ATC Code
DB12327,No ATC Code
DB12328,No ATC Code
DB12329,J
DB12330,No ATC Code
DB12331,No ATC Code
DB12332,L
DB12333,No ATC Code
DB12334,No ATC Code
DB12335,N
DB12336,No ATC Code
DB12337,No ATC Code
DB12338,N
DB12339,No ATC Code
DB12340,No ATC Code
DB12341,No ATC Code
DB12342,No ATC Code
DB12343,J
DB12344,No ATC Code
DB12345,No ATC Code
DB12346,No ATC Code
DB12347,No ATC Code
DB12348,No ATC Code
DB12349,No ATC Code
DB12350,No ATC Code
DB12351,No ATC Code
DB12352,No ATC Code
DB12353,No ATC Code
DB12354,No ATC Code
DB12355,No ATC Code
DB12356,No ATC Code
DB12357,No ATC Code
DB12358,No ATC Code
DB12359,No ATC Code
DB12360,No ATC Code
DB12361,No ATC Code
DB12362,No ATC Code
DB12363,No ATC Code
DB12364,B
DB12365,No ATC Code
DB12366,A
DB12367,No ATC Code
DB12368,No ATC Code
DB12369,No ATC Code
DB12370,No ATC Code
DB12371,L
DB12373,No ATC Code
DB12374,A
DB12375,No ATC Code
DB12376,No ATC Code
DB12377,J
DB12378,No ATC Code
DB12379,No ATC Code
DB12380,No ATC Code
DB12381,No ATC Code
DB12382,No ATC Code
DB12383,No ATC Code
DB12384,No ATC Code
DB12385,No ATC Code
DB12386,No ATC Code
DB12387,No ATC Code
DB12388,No ATC Code
DB12389,No ATC Code
DB12390,No ATC Code
DB12391,No ATC Code
DB12392,No ATC Code
DB12393,No ATC Code
DB12394,No ATC Code
DB12395,No ATC Code
DB12396,No ATC Code
DB12397,No ATC Code
DB12398,No ATC Code
DB12399,M
DB12400,No ATC Code
DB12401,N
DB12402,No ATC Code
DB12403,No ATC Code
DB12404,N
DB12405,No ATC Code
DB12406,No ATC Code
DB12407,V
DB12408,No ATC Code
DB12409,No ATC Code
DB12410,No ATC Code
DB12411,No ATC Code
DB12412,A
DB12413,No ATC Code
DB12414,No ATC Code
DB12415,No ATC Code
DB12416,No ATC Code
DB12417,No ATC Code
DB12418,No ATC Code
DB12419,No ATC Code
DB12420,No ATC Code
DB12421,No ATC Code
DB12422,No ATC Code
DB12423,No ATC Code
DB12424,No ATC Code
DB12425,No ATC Code
DB12426,No ATC Code
DB12427,No ATC Code
DB12428,No ATC Code
DB12429,No ATC Code
DB12431,No ATC Code
DB12432,No ATC Code
DB12433,No ATC Code
DB12434,No ATC Code
DB12435,No ATC Code
DB12436,No ATC Code
DB12438,No ATC Code
DB12439,No ATC Code
DB12440,No ATC Code
DB12441,No ATC Code
DB12442,No ATC Code
DB12443,No ATC Code
DB12444,No ATC Code
DB12445,No ATC Code
DB12446,No ATC Code
DB12447,D
DB12448,No ATC Code
DB12449,No ATC Code
DB12450,No ATC Code
DB12451,No ATC Code
DB12452,No ATC Code
DB12453,No ATC Code
DB12454,No ATC Code
DB12455,J
DB12456,No ATC Code
DB12457,N
DB12458,No ATC Code
DB12459,L
DB12460,No ATC Code
DB12461,No ATC Code
DB12462,No ATC Code
DB12463,No ATC Code
DB12464,No ATC Code
DB12465,C
DB12466,J
DB12467,No ATC Code
DB12468,No ATC Code
DB12470,No ATC Code
DB12471,J
DB12472,R
DB12473,B
DB12474,G
DB12475,No ATC Code
DB12476,No ATC Code
DB12477,No ATC Code
DB12478,N
DB12479,No ATC Code
DB12480,No ATC Code
DB12481,No ATC Code
DB12482,A
DB12483,L
DB12484,No ATC Code
DB12485,No ATC Code
DB12486,A
DB12487,G
DB12489,No ATC Code
DB12490,No ATC Code
DB12491,No ATC Code
DB12492,N
DB12493,No ATC Code
DB12494,No ATC Code
DB12495,No ATC Code
DB12497,No ATC Code
DB12498,L
DB12499,D
DB12500,G
DB12501,No ATC Code
DB12504,No ATC Code
DB12505,No ATC Code
DB12506,No ATC Code
DB12507,No ATC Code
DB12508,No ATC Code
DB12509,A
DB12510,No ATC Code
DB12511,No ATC Code
DB12512,No ATC Code
DB12513,No ATC Code
DB12514,No ATC Code
DB12515,No ATC Code
DB12517,No ATC Code
DB12518,No ATC Code
DB12519,No ATC Code
DB12520,No ATC Code
DB12521,No ATC Code
DB12522,No ATC Code
DB12523,R
DB12524,No ATC Code
DB12525,L
DB12526,No ATC Code
DB12527,No ATC Code
DB12528,No ATC Code
DB12529,No ATC Code
DB12530,L
DB12531,No ATC Code
DB12532,C
DB12533,No ATC Code
DB12534,No ATC Code
DB12535,No ATC Code
DB12536,No ATC Code
DB12537,No ATC Code
DB12538,No ATC Code
DB12539,No ATC Code
DB12540,No ATC Code
DB12541,No ATC Code
DB12542,No ATC Code
DB12543,N
DB12545,B
DB12547,No ATC Code
DB12548,No ATC Code
DB12549,No ATC Code
DB12550,No ATC Code
DB12551,No ATC Code
DB12553,No ATC Code
DB12554,A
DB12555,No ATC Code
DB12556,No ATC Code
DB12557,No ATC Code
DB12558,No ATC Code
DB12559,No ATC Code
DB12560,No ATC Code
DB12561,No ATC Code
DB12562,No ATC Code
DB12563,No ATC Code
DB12564,No ATC Code
DB12565,No ATC Code
DB12566,No ATC Code
DB12567,No ATC Code
DB12568,No ATC Code
DB12569,No ATC Code
DB12570,No ATC Code
DB12571,No ATC Code
DB12572,No ATC Code
DB12573,No ATC Code
DB12574,No ATC Code
DB12575,No ATC Code
DB12576,No ATC Code
DB12577,No ATC Code
DB12578,No ATC Code
DB12579,No ATC Code
DB12580,No ATC Code
DB12581,No ATC Code
DB12582,No ATC Code
DB12583,No ATC Code
DB12584,No ATC Code
DB12585,No ATC Code
DB12586,No ATC Code
DB12587,No ATC Code
DB12588,No ATC Code
DB12589,No ATC Code
DB12590,No ATC Code
DB12591,No ATC Code
DB12592,No ATC Code
DB12593,No ATC Code
DB12594,No ATC Code
DB12595,No ATC Code
DB12596,No ATC Code
DB12597,L
DB12598,No ATC Code
DB12601,No ATC Code
DB12602,No ATC Code
DB12604,J
DB12605,No ATC Code
DB12606,No ATC Code
DB12607,No ATC Code
DB12608,No ATC Code
DB12609,No ATC Code
DB12610,No ATC Code
DB12611,No ATC Code
DB12612,L
DB12613,No ATC Code
DB12614,No ATC Code
DB12615,J
DB12616,No ATC Code
DB12617,No ATC Code
DB12618,No ATC Code
DB12619,No ATC Code
DB12620,No ATC Code
DB12621,No ATC Code
DB12622,No ATC Code
DB12623,No ATC Code
DB12624,G
DB12625,A
DB12626,No ATC Code
DB12627,No ATC Code
DB12628,No ATC Code
DB12629,No ATC Code
DB12630,No ATC Code
DB12631,No ATC Code
DB12632,No ATC Code
DB12633,No ATC Code
DB12634,No ATC Code
DB12635,No ATC Code
DB12636,No ATC Code
DB12637,No ATC Code
DB12638,No ATC Code
DB12639,No ATC Code
DB12640,No ATC Code
DB12641,No ATC Code
DB12642,No ATC Code
DB12643,No ATC Code
DB12644,No ATC Code
DB12645,No ATC Code
DB12647,No ATC Code
DB12648,No ATC Code
DB12649,No ATC Code
DB12650,No ATC Code
DB12651,No ATC Code
DB12652,No ATC Code
DB12654,No ATC Code
DB12655,No ATC Code
DB12656,V
DB12657,No ATC Code
DB12658,No ATC Code
DB12659,No ATC Code
DB12660,No ATC Code
DB12661,C
DB12662,No ATC Code
DB12663,No ATC Code
DB12664,No ATC Code
DB12665,No ATC Code
DB12666,No ATC Code
DB12667,J
DB12668,No ATC Code
DB12669,No ATC Code
DB12670,No ATC Code
DB12671,No ATC Code
DB12672,No ATC Code
DB12673,No ATC Code
DB12674,L
DB12675,No ATC Code
DB12676,No ATC Code
DB12677,No ATC Code
DB12678,No ATC Code
DB12679,No ATC Code
DB12680,No ATC Code
DB12681,No ATC Code
DB12682,No ATC Code
DB12683,No ATC Code
DB12684,No ATC Code
DB12685,No ATC Code
DB12686,No ATC Code
DB12687,No ATC Code
DB12688,L
DB12689,No ATC Code
DB12690,No ATC Code
DB12691,No ATC Code
DB12692,L
DB12693,No ATC Code
DB12694,No ATC Code
DB12695,No ATC Code
DB12696,No ATC Code
DB12697,No ATC Code
DB12698,J
DB12699,L
DB12700,No ATC Code
DB12701,No ATC Code
DB12702,No ATC Code
DB12703,No ATC Code
DB12704,No ATC Code
DB12705,No ATC Code
DB12706,No ATC Code
DB12707,No ATC Code
DB12708,G
DB12709,No ATC Code
DB12710,N
DB12711,No ATC Code
DB12712,No ATC Code
DB12713,A
DB12714,No ATC Code
DB12715,No ATC Code
DB12716,No ATC Code
DB12717,No ATC Code
DB12718,No ATC Code
DB12719,No ATC Code
DB12720,No ATC Code
DB12721,No ATC Code
DB12722,No ATC Code
DB12724,No ATC Code
DB12725,No ATC Code
DB12726,No ATC Code
DB12727,No ATC Code
DB12728,No ATC Code
DB12729,No ATC Code
DB12730,No ATC Code
DB12731,No ATC Code
DB12732,No ATC Code
DB12733,No ATC Code
DB12734,No ATC Code
DB12736,No ATC Code
DB12737,No ATC Code
